packet_length_max,iat_min,label
41.993347588500825,2.966712239718148,benign
76.4147866650581,1.138387587018979,benign
59.69929025028016,56.05688724577494,benign
61.613784907902556,115.22849966214658,benign
64.77549526945793,1.3048795547769994,benign
55.40777132648504,9.994713566398023,benign
470.4525786021261,3.354429147060633e-05,ddos
902.8898550724635,6.21377941874874e-06,ddos
77.80336446122263,4.769121623921407e-05,ddos
1394.279378143575,1.2193142577399312e-05,ddos
364.2230617083746,4.058721679178296e-05,ddos
630.4400618716166,1.3374479158930404e-05,ddos
