packet_length_max,iat_min,label
59.58496732026144,57.76552102498077,benign
66.21293732695695,1.5446364771440648,benign
41.99333095153031,2.9126810245575245,benign
61.62776780371034,115.42205065585122,benign
74.55990142660126,1.0731772625810971,benign
91.51314579886011,1.3563208502429138,benign
56.84631268436578,2.105329189680319,benign
55.77916504096762,23.75502661801947,benign
923.63258611263,5.812642351403922e-06,ddos
441.25539169721253,4.077111147378793e-05,ddos
75.7022565816966,4.846039448030976e-05,ddos
1397.5986646884276,1.1682333507594379e-05,ddos
667.9271039114973,1.2003635992790955e-05,ddos
375.013339817967,4.131515851189857e-05,ddos
527.2673534875867,2.2629531044711175e-05,ddos
303.525579295817,3.077210412841934e-05,ddos
