packet_length_max,iat_min,label
66.18707514957865,1.548992377469008,benign
58.06255585344058,62.3360264874087,benign
41.993027888446214,2.320979041555726,benign
61.63017031630171,115.8879791066014,benign
74.55656394626935,1.0833944720222926,benign
62.96541855473408,45.24919818433065,benign
91.5207526286663,1.246850175405424,benign
52.96721311475409,19.474830374365943,benign
56.80840054786182,1.9326404450128762,benign
608.8153601273375,1.544001754232484e-05,ddos
308.77855706508404,2.9615261619149064e-05,ddos
1407.1476190476185,1.274323930927343e-05,ddos
451.90766663953775,3.76271893012364e-05,ddos
75.53456039181613,4.80665528893805e-05,ddos
976.4060765410459,5.092531695130484e-06,ddos
739.2301663687612,7.2273315761172256e-06,ddos
388.23775317721925,4.435768510488254e-05,ddos
520.1729900990099,2.4102626460613592e-05,ddos
